lat,lon,jan,feb,mar,apr,may,jun,jul,aug,sep,oct,nov,dec
1425,-3150,14.7,18,31.5,66.3,111.3,83.4,57.3,54.3,58.5,36.3,15.3,10.8
1500,-3150,13.8,15.6,24.9,52.8,102.3,78.9,60.3,69,51.9,31.8,11.4,9.6
1575,-3150,19.8,20.1,24.9,45,92.7,91.5,72,88.8,54,30.3,15.6,15
1650,-3150,23.1,24.6,24.6,38.4,75,74.4,64.5,80.1,50.4,29.7,21,19.5
1725,-3150,22.2,25.2,24.9,33,63.3,67.2,77.1,85.2,52.8,34.8,24,22.5
1800,-3150,23.4,24.6,26.1,27.6,44.4,61.5,81.3,80.1,54.3,39,26.4,26.4
1875,-3150,20.1,20.7,26.4,26.1,32.1,57,71.1,63.6,48.9,41.1,25.8,25.5
1950,-3150,17.1,16.5,24.9,28.5,23.4,62.7,67.5,63,49.8,42.3,27,22.8
2025,-3150,13.2,11.1,15.3,18,14.1,36,39.9,37.2,35.1,27.3,21.6,15.6
2100,-3150,15.3,15,15.3,23.1,18.3,45,47.4,50.4,45.9,34.8,25.8,15.9
2175,-3150,9.9,10.2,8.7,13.2,13.5,27.9,29.7,35.7,30.6,23.7,14.7,9.6
2250,-3150,8.7,8.7,9,14.1,17.7,33.6,34.5,42.6,33.9,25.8,14.7,8.4
2325,-3150,9.3,9.3,10.5,15.3,22.8,21.9,29.1,46.8,43.8,30.9,18,9.3
-2700,-3037.5,0,0,0,0,0,0,0,0,0,0,0,0
-2625,-3037.5,2.4,3.3,4.2,3.9,4.8,4.5,3.9,3.3,3,3.3,2.7,2.7
-2550,-3037.5,3.6,5.4,6.6,6.3,7.2,6.6,6.6,6.3,6.6,5.7,5.1,4.8
-2475,-3037.5,6.6,9,12.6,14.7,15.3,14.7,14.4,12.9,12,11.4,8.4,7.5
-2400,-3037.5,8.4,11.4,15.9,19.2,18,18.3,19.5,16.5,14.4,12.3,9.3,9
-2325,-3037.5,22.8,37.8,51.6,59.7,52.8,54.3,54,39.9,36.6,35.7,27.9,21.9
-2250,-3037.5,36,55.8,76.8,91.5,80.4,86.7,81.9,62.7,61.8,63.6,44.4,35.1
600.00 -,3037.5,52.2,42.9,25.2,30.3,73.2,106.8,82.8,84.9,97.5,124.8,117,69.6
675.00 -,3037.5,73.8,69.3,45,46.5,90.6,144.3,156,144.6,138.9,126.6,118.5,91.5
750.00 -,3037.5,53.7,47.7,30.3,34.8,70.2,140.1,178.2,164.4,119.1,104.1,69.9,60.9
825.00 -,3037.5,17.7,15.9,11.7,14.1,32.1,80.4,91.2,77.7,62.4,55.8,21.3,18
900.00 -,3037.5,16.8,18.6,13.8,15.3,37.2,87.6,108,71.7,56.7,51.3,22.8,15.9
975.00 -,3037.5,31.5,36,31.2,33,59.1,122.7,186.9,100.2,85.8,86.4,41.4,26.1
1050,-3037.5,26.7,36.3,42,50.4,70.8,133.2,160.8,99,87.6,74.7,37.2,24.3
1125,-3037.5,21.6,32.4,46.2,58.2,72,126,113.1,86.4,83.1,58.5,34.5,20.7
1200,-3037.5,25.5,37.8,62.7,87.6,97.5,131.4,108.3,90.6,89.4,62.7,41.7,24.6
1275,-3037.5,23.7,32.7,61.5,100.5,116.1,105.6,75.3,69,79.5,58.8,37.8,23.7
1350,-3037.5,21,24.6,49.8,94.5,124.8,86.4,62.7,61.5,77.4,55.5,27,18.6
1425,-3037.5,20.1,21.3,35.4,72.9,112.2,77.7,55.8,60.9,73.5,46.2,17.7,15.6
1500,-3037.5,23.7,24,31.5,60.9,97.5,75.3,52.8,75.6,69.3,44.7,18.9,17.7
1575,-3037.5,24.6,26.1,28.5,39.9,69.9,66.3,50.7,67.5,52.5,35.4,21.6,21.6
1650,-3037.5,24.3,26.7,27.9,32.4,58.2,55.8,54.6,65.7,46.5,33.6,24,22.8
1725,-3037.5,24.3,27.6,29.7,30.6,52.2,63,71.1,79.2,55.8,41.7,28.5,26.7
1800,-3037.5,23.7,25.8,29.4,30.3,43.2,66.9,76.5,86.7,57.3,45,30,29.7
1875,-3037.5,20.1,21.6,27.9,28.5,31.8,62.7,66,68.7,53.4,45.3,29.4,27.9
1950,-3037.5,17.4,16.2,23.4,28.8,21.9,64.8,65.1,60.3,51.6,42,28.2,22.2
2025,-3037.5,14.4,12.9,15.9,20.7,15.9,46.2,47.4,41.1,39.3,30.9,24.6,16.2
2100,-3037.5,10.5,10.8,10.2,17.1,13.5,37.2,35.7,33.6,33.9,25.8,17.1,11.1
2175,-3037.5,8.1,8.7,7.2,12.6,13.2,25.2,24.3,32.1,30.3,24.6,14.7,8.7
2250,-3037.5,6.9,6.6,6.9,11.7,14.1,26.4,22.8,34.5,30.3,23.4,13.8,7.2
2325,-3037.5,6.9,7.2,8.1,11.4,15.6,19.2,24.3,35.4,32.4,23.4,13.2,7.2
-2700,-2925,0,0,0,0,0,0,0,0,0,0,0,0
-2625,-2925,2.7,3.6,4.5,4.2,5.1,4.5,3.9,3.6,3.3,3.6,3,2.7
-2550,-2925,3.9,5.7,7.5,6.9,8.1,7.2,7.2,7.2,7.5,6.3,5.7,4.8
-2475,-2925,6,8.1,11.7,14.1,15.6,14.7,14.4,13.5,12.6,11.4,8.1,7.5
-2400,-2925,8.1,11.1,15,18.3,17.7,18,18.9,17.1,15,12,9,8.7
-2325,-2925,18.3,30.9,44.4,53.1,46.8,49.5,49.2,38.4,35.1,31.8,23.7,18.3
-2250,-2925,30.6,50.4,68.4,82.8,71.1,77.4,74.1,60.3,56.1,53.4,38.4,30
525.00 -,2925,25.2,18,18,39.3,94.8,105.9,50.4,36.3,47.1,70.2,41.4,28.2
600.00 -,2925,53.7,46.2,38.1,67.8,133.8,164.1,93.6,54.6,59.7,86.4,70.8,53.7
675.00 -,2925,35.7,30,21.3,38.1,87.3,112.2,60.9,31.5,51.3,78.3,42.9,29.4
750.00 -,2925,53.7,52.8,44.1,57.6,113.1,139.5,84.3,52.5,75.6,122.1,65.1,48.3
825.00 -,2925,49.8,50.1,47.1,45.6,76.5,92.7,79.2,45.9,58.5,119.1,71.7,53.4
900.00 -,2925,49.8,57.3,60,64.8,85.2,106.2,111.3,61.8,61.5,121.8,79.2,52.2
975.00 -,2925,44.1,56.4,71.4,93,130.2,143.7,165,67.8,67.2,123.3,74.4,42.3
1050,-2925,33.3,47.7,68.1,96,131.4,147.6,155.1,70.5,67.8,102.6,63.3,30.6
1125,-2925,34.8,48.3,77.1,111.9,139.2,131.4,117.6,64.2,73.8,95.7,61.2,30.9
1200,-2925,33,47.1,81.9,127.8,139.2,100.5,90.9,55.5,82.5,94.5,56.4,29.4
1275,-2925,28.2,37.8,70.2,111.9,126.6,74.7,63.6,49.8,76.5,80.4,42.9,25.2
1350,-2925,25.8,30.9,56.1,95.4,109.8,59.1,50.4,46.5,69.3,63.3,28.5,23.4
1425,-2925,24,27.6,37.5,69.3,84,46.2,40.2,44.4,58.8,45,21,21
1500,-2925,23.4,24.6,28.5,46.8,63.6,43.5,33.6,43.8,44.4,41.7,20.4,20.1
1575,-2925,21.6,22.5,22.5,28.8,43.2,38.4,30,35.1,36.6,31.8,20.1,19.2
1650,-2925,22.8,25.2,25.5,26.1,41.4,39,40.2,43.8,38.7,34.2,24.3,24.6
1725,-2925,21.6,25.8,30.3,30.3,43.2,61.5,64.8,72.6,56.4,44.1,27.9,28.5
1800,-2925,22.2,24.9,31.8,32.4,44.7,74.1,73.5,84.3,63.3,48.3,32.1,30
1875,-2925,18.9,20.7,29.4,33.3,33.9,69.6,67.2,72.3,60.3,48,30.9,27.6
1950,-2925,17.1,16.8,23.7,31.8,27.3,75.6,72.9,65.4,58.2,45.3,30.6,22.2
2025,-2925,14.7,14.7,16.5,24.6,18.9,54.3,57.3,45.6,47.1,36.3,26.1,16.2
2100,-2925,9.3,9.9,9.6,17.1,13.2,31.5,31.8,33.3,35.1,27.3,16.8,9.9
2325,-2925,7.8,8.1,9.6,13.2,19.8,19.8,23.7,41.4,40.2,30.9,18.3,8.7
-2700,-2812.5,0,0,0,0,0,0,0,0,0,0,0,0
-2625,-2812.5,3,3.9,4.8,4.5,5.1,4.5,3.9,3.6,3.3,3.6,3,3
-2550,-2812.5,4.5,6.6,9,7.8,9.3,8.4,8.4,8.4,9,7.5,6.6,5.7
-2475,-2812.5,6.9,8.4,12.3,14.7,16.5,15.3,15,14.7,13.8,12.3,8.7,8.1
-2400,-2812.5,8.7,12,15.9,18.6,18.9,18.9,19.5,18.9,16.5,12.9,9.9,9
-2325,-2812.5,13.5,23.4,35.1,43.8,38.4,41.7,42,34.5,31.2,25.8,18.3,13.8
-2250,-2812.5,37.5,61.2,76.5,88.5,73.2,78.3,77.1,68.1,59.7,52.2,42.9,35.7
450.00 -,2812.5,3.3,6.3,8.1,29.1,78.3,58.2,12.3,9.6,18.6,40.2,17.4,5.1
525.00 -,2812.5,57.6,52.8,45,57,120.6,93.6,60.9,76.5,104.7,144.9,104.1,71.7
900.00 -,2812.5,106.2,106.5,100.8,74.1,51.6,52.2,31.2,11.4,42,113.1,142.8,114
975.00 -,2812.5,83.4,93.3,114.3,114,79.2,78.6,42.3,21.6,41.4,122.1,124.5,88.5
1050,-2812.5,66.6,83.1,117.3,140.1,114.3,110.7,87.9,42.3,50.1,141.3,110.4,66
1125,-2812.5,52.8,66.6,99.6,135,131.4,108.6,102,53.7,52.8,117.6,82.8,45.6
1200,-2812.5,42.3,54.3,84.9,130.5,129.3,79.2,85.8,50.4,58.8,98.1,67.2,37.2
1275,-2812.5,37.8,45.6,75,116.7,120.3,55.8,72.6,50.1,66.6,92.7,54.3,34.8
1350,-2812.5,27.6,34.2,49.8,77.7,79.8,36.3,45,36.9,49.5,62.4,33.9,28.8
1425,-2812.5,25.5,29.7,35.1,57.3,60.6,34.5,42,35.7,43.5,51.6,25.5,25.2
1500,-2812.5,24.9,26.1,26.7,38.1,51.3,39,38.1,39,42.3,43.8,24.6,24.9
1575,-2812.5,29.4,29.7,26.4,30.9,42.6,47.1,45.9,42.9,45.9,41.4,30.3,31.5
1650,-2812.5,25.8,29.4,28.5,26.4,38.1,48.9,52.5,45,44.7,39,29.4,32.4
1725,-2812.5,21,24.9,32.1,31.5,39,66.6,70.8,70.5,59.7,46.8,30.6,30
1800,-2812.5,20.1,21.9,30.6,33.6,42.9,72.9,65.4,75,63.3,47.7,30.9,28.2
1875,-2812.5,15.6,16.5,24.9,32.7,33.3,75.6,67.8,66.3,60,43.5,27.3,24
1950,-2812.5,12.3,12.9,17.7,28.2,27.6,74.4,76.8,54.6,51.6,36.9,23.4,17.1
2025,-2812.5,12.3,12.9,14.1,23.7,20.4,61.5,67.8,46.2,46.2,33.6,21.9,13.5
2100,-2812.5,8.7,9.3,9.3,17.1,14.4,43.8,48.6,39.6,36,27,15.9,10.2
2175,-2812.5,8.7,8.4,8.7,16.5,16.8,35.4,37.8,42.9,35.1,26.1,16.5,10.5
2250,-2812.5,6.9,7.2,8.1,13.2,16.2,35.7,33.9,39.9,30.9,20.7,13.5,8.7
2325,-2812.5,6.3,6.6,8.7,11.7,15.9,20.7,22.8,37.5,31.8,23.4,13.2,7.5
-2700,-2700,0,0,0,0,0,0,0,0,0,0,0,0
-2625,-2700,3.9,5.7,6.6,5.7,6,5.7,5.1,4.5,4.2,4.5,4.2,3.9
-2550,-2700,4.2,6.6,9.6,8.4,10.2,9,9,9.3,9.6,8.1,6.9,5.7
-2475,-2700,6.6,8.7,13.2,15,17.4,15.9,15.6,15.6,15,12.9,9.3,7.8
-2400,-2700,10.5,13.8,17.4,19.8,20.7,20.1,20.1,20.7,18,14.7,11.4,10.2
-2325,-2700,16.5,24.9,35.4,45,39,42,43.5,38.1,34.2,26.4,19.2,16.5
-2250,-2700,58.8,87.9,101.1,109.2,88.8,89.7,92.1,86.1,72.6,60.3,57.3,53.1
375.00 -,2700,0.6,3.9,12.3,16.2,27.6,8.4,0.6,1.8,6,25.5,9.9,1.8
450.00 -,2700,21.3,20.4,16.8,20.1,39.6,13.8,3.6,5.1,14.1,45.3,27.3,19.8
525.00 -,2700,12.3,13.2,10.5,7.8,15.3,5.7,0.9,1.8,9.6,33.9,20.7,13.8
900.00 -,2700,140.1,141,152.7,115.8,66.3,45.6,14.4,12.6,54,97.8,171.6,153.9
975.00 -,2700,128.1,140.7,160.5,143.7,82.5,69.9,25.5,19.8,44.1,103.2,158.1,133.5
1050,-2700,97.2,117.3,153.6,174,109.8,92.4,48.6,29.7,36,126,130.2,105.3
1125,-2700,67.2,82.8,109.5,156.6,113.7,83.7,63.3,33,32.1,111.9,88.8,67.8
1200,-2700,51,58.8,86.1,127.2,106.2,57.3,68.1,37.2,37.5,89.4,72.6,47.7
1275,-2700,41.7,46.8,73.2,117.9,106.2,45.9,74.1,44.1,46.8,91.5,61.8,42.3
1350,-2700,28.8,35.4,50.1,76.5,75.3,34.5,55.2,38.4,48,75.3,41.7,32.4
1425,-2700,36.9,43.8,47.4,65.4,73.5,52.5,66.9,54.6,59.4,75.3,44.7,39.9
1500,-2700,35.4,38.7,40.5,48.3,67.8,69.6,75.3,66,69.6,68.7,43.2,39.6
1575,-2700,30,33,31.5,34.2,49.8,72.9,77.1,65.1,61.5,52.5,36.9,35.7
1650,-2700,23.1,26.1,26.1,24.3,34.2,59.7,64.8,51,46.2,36.3,29.4,30
1725,-2700,20.7,22.8,30,25.5,33,60.9,65.1,60.3,51.6,39.6,29.1,27.9
1800,-2700,16.8,16.5,24,24.6,33.6,55.5,55.5,56.4,50.7,36.9,24.6,23.4
1875,-2700,15,15.3,24,30.6,31.8,72.6,71.1,64.2,59.1,42.6,27,23.7
1950,-2700,13.2,14.1,19.8,33.3,33.6,91.5,97.5,65.7,63.6,42.9,26.4,20.4
2025,-2700,9.6,10.8,11.7,22.5,22.2,62.4,70.2,46.2,46.2,31.5,19.5,11.7
2100,-2700,9,9.3,9.9,19.5,20.4,47.1,53.7,45.3,41.4,30,17.4,11.1
2175,-2700,7.2,6.9,7.5,14.4,15.9,28.2,29.7,35.4,29.4,21.6,14.7,8.7
2250,-2700,6,6.6,7.8,12.9,14.4,30.6,27.6,39,29.7,19.8,12.3,8.1
2325,-2700,6,6.6,8.7,12.3,16.2,18.9,19.2,38.1,34.2,26.4,16.8,8.1
-2700,-2587.5,0,0,0,0,0,0,0,0,0,0,0,0
-2625,-2587.5,5.4,6.9,7.8,6.6,7.2,6.6,5.7,5.4,5.4,5.7,5.1,5.4
-2550,-2587.5,3.9,6.3,9.9,8.7,10.8,9.6,9.3,9.6,10.2,8.7,6.9,5.4
-2475,-2587.5,5.4,7.5,12.6,13.8,16.8,15.3,14.7,15,14.7,12.3,8.7,6.9
-2400,-2587.5,12.6,16.5,20.7,22.5,23.4,21.9,21,23.1,20.4,16.8,14.1,11.7
-2325,-2587.5,17.1,25.5,36,47.4,40.8,42.6,45.3,41.7,36.9,26.4,19.5,16.8
300.00 -,2587.5,0,0,0,0,0,0.3,0.3,0,0.3,0.6,0.6,0
375.00 -,2587.5,9,5.1,6,6.3,6.3,16.5,30.6,24.6,11.4,9.9,8.7,7.2
450.00 -,2587.5,5.1,3.9,4.5,3.6,1.5,0.6,1.5,1.2,0.6,7.2,5.7,4.2
525.00 -,2587.5,7.5,9.9,7.2,5.7,2.1,0.6,0.9,1.2,1.2,13.8,11.7,8.1
900.00 -,2587.5,145.2,148.5,165.6,110.1,70.5,59.7,28.2,30.9,65.1,81.6,147.9,155.4
975.00 -,2587.5,153,163.8,185.7,148.2,93.9,101.4,42.6,40.2,51.3,94.8,163.8,157.2
1050,-2587.5,122.7,134.1,163.5,174,108,118.2,57.9,36,30,98.7,137.7,127.2
1125,-2587.5,91.8,101.7,126.3,170.7,123.9,107.7,73.5,35.4,27.9,102.9,102.6,96.3
1200,-2587.5,68.1,77.4,105.9,143.1,108.6,69,74.7,38.7,33.9,94.2,81.6,66
1275,-2587.5,51.3,57.6,82.2,126.3,103.2,50.1,85.5,45,40.5,90,71.7,50.4
1350,-2587.5,42.9,51,65.4,90.3,85.5,57.9,86.7,62.1,56.7,92.1,59.7,46.8
1425,-2587.5,27.9,33.3,39,49.5,54.3,50.1,59.4,47.7,38.7,57.9,36.9,32.4
1500,-2587.5,28.5,33.3,39.9,43.2,58.2,80.7,80.4,67.2,56.7,64.8,41.4,33.3
1575,-2587.5,28.8,32.7,37.2,35.7,53.1,101.4,100.2,84,63.3,56.1,40.2,34.2
1650,-2587.5,24.3,27.9,33.6,27.3,38.4,77.7,85.2,71.1,56.1,42.6,34.5,32.4
1725,-2587.5,21.9,21.3,30.6,25.5,32.4,57.6,63.9,59.7,52.8,37.5,30,28.5
1800,-2587.5,19.5,17.7,27.6,26.4,32.1,56.1,63.9,64.5,57.9,43.8,30.6,27.9
1875,-2587.5,13.2,13.2,21.3,27.9,27.3,58.8,63.6,57.9,50.1,38.4,24,21.3
1950,-2587.5,10.2,11.1,15.9,27.3,24.9,72,75.3,53.1,51.6,34.8,21.9,17.1
2025,-2587.5,8.4,9,10.5,21.9,20.4,53.4,60.3,41.1,43.2,29.7,18.9,11.7
2100,-2587.5,8.1,8.4,9.3,19.5,21.6,36.9,39.9,39.6,41.4,31.5,19.5,10.8
2250,-2587.5,6.6,7.2,9.3,15.3,17.7,24,24.6,44.7,41.4,30,19.5,9.6
-2700,-2475,0,0,0,0,0,0,0,0,0,0,0,0
-2625,-2475,5.7,7.8,8.7,7.2,7.8,6.9,6,5.7,5.7,6,5.4,5.4
-2550,-2475,3.9,6.3,9.9,8.7,11.1,9.9,9.3,9.3,9.9,8.4,6.9,5.1
-2475,-2475,3.6,5.7,11.7,12.9,15.6,14.1,13.5,13.8,13.8,11.1,7.2,4.8
-2400,-2475,15,18.3,24,25.8,27.3,25.2,23.1,26.1,23.1,19.8,16.5,13.2
-2325,-2475,28.2,37.2,45.9,56.1,47.7,47.4,51.3,48.9,42.9,30.6,27.3,25.8
900.00 -,2475,133.2,147.9,167.4,103.8,93,90,54.6,55.5,84,89.1,127.8,136.5
975.00 -,2475,164.7,176.4,201.6,147.6,114.6,144.6,78.9,72.9,64.5,95.1,161.1,164.4
1050,-2475,170.4,179.4,211.8,217.2,167.1,230.7,139.5,90,65.1,126,178.2,167.7
1125,-2475,99,98.1,117.3,154.2,129.9,140.1,90.6,44.7,29.7,80.7,96.9,91.5
1200,-2475,84.9,92.7,108.3,148.5,120.3,96,94.5,50.4,36,94.8,86.7,80.4
1275,-2475,55.2,64.5,81.3,108.9,87.9,58.2,82.5,43.8,34.2,72.3,67.2,51.3
1350,-2475,39.3,47.7,57.6,71.4,66.9,58.5,75.3,50.1,35.1,65.7,54.6,41.4
1425,-2475,43.5,50.1,57,60,69.6,85.2,85.8,75,54.9,78.9,56.4,51.6
1500,-2475,33.6,38.4,43.2,38.7,49.2,97.2,81.9,75.3,51.9,63.3,45.3,40.2
1575,-2475,20.1,23.1,28.2,24.9,33.3,87.6,77.4,63,41.4,38.1,29.4,26.1
1650,-2475,21.6,23.7,31.2,23.7,29.4,73.2,80.1,67.8,46.5,36,29.4,29.4
1725,-2475,20.7,19.2,29.7,25.2,29.4,58.5,66.6,59.4,53.7,39.6,30,28.5
1800,-2475,17.1,15,25.8,26.7,27.3,52.5,57.3,57.3,54.9,42,27.6,24.9
1875,-2475,13.2,13.2,22.5,31.5,25.8,55.8,63.3,62.4,51.9,40.5,25.8,22.2
1950,-2475,10.2,10.8,15.6,28.8,23.7,61.8,63.6,51.9,47.1,34.8,23.4,17.4
2025,-2475,9.3,9.6,12.3,26.4,24,56.7,69,48.6,45.9,33,22.5,14.1
2100,-2475,7.5,7.5,9,18,20.1,45.6,49.2,38.1,37.2,25.8,15.9,9.9
2175,-2475,6.6,6.3,8.1,15,17.1,32.4,29.4,38.1,35.7,23.4,15.9,9
2250,-2475,5.4,6,7.8,12.6,13.8,30.9,29.7,40.8,34.5,21.9,14.1,7.8
2325,-2475,3.9,4.5,6.6,9.6,13.2,28.2,25.5,34.8,29.4,19.8,12,6
2400,-2475,5.4,5.4,8.1,11.1,16.8,20.1,21.9,39.9,36.9,28.2,15,6.9
-2700,-2362.5,0,0,0,0,0,0,0,0,0,0,0,0
-2625,-2362.5,5.1,7.2,7.8,6.6,7.2,6.6,5.7,5.4,5.1,5.4,4.8,5.1
-2550,-2362.5,4.5,7.8,12.3,10.5,13.2,11.4,10.8,10.5,11.1,9.9,8.1,5.4
-2475,-2362.5,4.5,7.5,15,16.5,18.9,17.7,17.1,17.4,16.8,12.9,8.7,5.4
-2400,-2362.5,11.1,14.4,21.3,22.8,23.4,21.6,19.5,21.6,19.5,15.9,12.6,9.3
-2325,-2362.5,29.4,37.5,47.7,57.3,48.3,46.5,49.5,48.3,43.5,31.2,28.8,26.1
-225,-2362.5,319.8,316.5,305.7,273.9,120.9,45,77.4,144.3,227.7,246.6,248.7,290.4
-150,-2362.5,335.4,330.6,340.2,310.5,175.8,90.9,129.6,201.9,270.3,308.1,332.1,343.2
975.00 -,2362.5,142.5,161.4,178.5,117.9,124.8,158.1,82.2,69.9,70.8,83.4,135.6,135.9
1050,-2362.5,156.3,160.8,175.2,145.5,119.4,149.1,95.1,73.2,61.5,87.6,151.2,146.1
1125,-2362.5,144.6,143.1,159.3,187.2,178.8,201,152.4,96.6,68.7,111,139.5,130.5
1200,-2362.5,88.2,93.3,102.6,132.9,119.1,102,102.9,58.8,42.3,83.1,84,75.9
1275,-2362.5,61.5,72,77.4,98.1,82.8,68.7,77.1,46.2,34.2,68.4,65.1,51.6
1350,-2362.5,54.6,63.9,71.1,71.4,71.4,76.2,83.4,52.5,37.5,72.9,65.4,53.4
1425,-2362.5,45,54.9,64.2,60,73.2,105.9,89.7,74.7,57.3,80.4,62.7,54.6
1500,-2362.5,31.2,35.7,39.6,32.1,44.4,92.7,69.9,63.3,44.4,53.7,42,38.4
1575,-2362.5,28.8,31.8,37.2,28.5,36.6,92.7,76.8,69.9,50.7,48.6,41.1,39
1650,-2362.5,25.8,26.1,36.6,27.3,30.3,79.2,81.3,73.8,49.5,41.7,36,35.1
1725,-2362.5,20.1,18.3,28.8,27.3,28.5,58.8,64.2,57.3,53.1,41.4,30.6,28.5
1800,-2362.5,15.9,13.5,24.3,28.2,25.8,53.1,59.4,57.6,53.1,39.9,26.1,23.7
1875,-2362.5,12,11.4,20.1,31.8,24.6,52.2,59.7,59.7,49.5,37.5,23.4,19.8
1950,-2362.5,9.3,9.3,14.1,26.7,25.2,53.7,59.7,50.7,45.9,32.7,22.5,16.5
2025,-2362.5,10.2,10.2,13.8,29.4,30.9,66.6,82.2,58.5,53.7,35.4,24,15.9
2100,-2362.5,6.9,7.2,9,17.4,19.8,48.3,51,42.3,37.2,23.1,15,9.6
2175,-2362.5,5.1,5.4,7.2,12.3,15,37.5,33.6,38.1,30.9,17.4,12.3,7.8
2250,-2362.5,5.1,5.7,7.8,13.2,16.8,31.5,35.4,44.4,37.5,21.9,13.8,8.1
2325,-2362.5,5.1,5.7,7.8,11.4,16.2,50.4,53.1,46.8,34.2,19.8,12.6,7.8
2400,-2362.5,5.4,5.1,7.5,10.5,18.3,24.3,27,40.2,34.8,28.2,13.5,6.6
-2700,-2250,0,0,0,0,0,0,0,0,0,0,0,0
-2625,-2250,4.5,6.3,7.2,6,6.6,6,5.4,4.8,4.5,4.8,4.2,4.2
-2550,-2250,3.6,7.2,12,10.8,13.5,12,11.1,10.5,11.4,9.9,7.2,4.5
-2475,-2250,5.4,8.7,16.8,17.1,19.5,18.6,17.7,17.4,17.4,13.5,9.3,5.4
-2400,-2250,9.6,14.4,24,25.8,26.1,24.9,21.9,23.7,21.6,17.1,12.3,7.8
-2325,-2250,33.3,44.4,55.2,61.8,50.4,48.6,49.2,48.3,45.3,33.3,33.3,29.1
-450,-2250,50.4,56.1,48,41.4,19.2,12,20.1,21.9,30.3,21.6,18,17.1
-375,-2250,265.8,234.9,228,180.9,50.4,11.7,34.5,92.7,196.2,251.1,233.1,244.8
-300,-2250,320.4,335.7,348.9,232.8,39.3,10.5,39.9,101.7,240.3,320.7,333,335.7
-225,-2250,217.8,251.7,269.7,214.5,56.4,15.9,26.4,61.8,144,192.3,218.4,224.4
-150,-2250,200.1,252.3,285.6,255.6,95.4,23.4,32.4,75,156.6,199.8,219.9,213.9
-75.00 -,2250,191.1,262.8,306.6,288.9,112.2,31.5,57.3,127.8,207.6,252,254.1,221.1
0.00 -,2250,103.2,162,239.1,272.7,143.4,54.3,87.6,162.6,222.9,256.2,224.1,154.5
75.00 -,2250,38.7,50.7,88.5,166.5,180,118.8,136.8,190.5,217.8,223.8,168,79.8
150.00 -,2250,6.3,7.5,9,34.5,112.8,180,203.1,197.4,192.6,150.9,77.1,20.1
1125,-2250,139.8,134.4,123.6,108.9,92.4,124.8,93.3,80.7,57.6,75.6,129.9,125.4
1200,-2250,115.2,110.1,109.2,116.7,102.6,115.5,124.2,89.7,57.9,85.2,109.8,98.7
1275,-2250,88.2,90,91.8,101.1,91.8,90.3,96,66.9,44.7,80.1,84.9,71.4
1350,-2250,68.4,74.7,78.3,71.1,73.5,98.7,90.3,63.6,42,78.6,73.5,60.9
1425,-2250,51,59.1,68.7,60.9,75.9,123,99.9,78.6,54.6,78.9,65.1,56.7
1500,-2250,39,44.1,53.1,44.7,59.1,113.7,90,81.6,63.3,72,54.9,49.5
1575,-2250,34.5,36.6,47.1,36.9,49.5,101.4,87.9,87.6,69.3,63.9,51.9,46.5
1650,-2250,26.7,25.5,38.4,30.3,35.7,76.2,79.5,79.5,58.2,48.3,40.5,35.4
1725,-2250,21,18.9,29.4,30,32.7,58.5,69.9,65.1,57.6,44.1,32.4,30
1800,-2250,15.9,14.4,24.6,32.4,29.1,52.2,67.5,63,57,42,27.6,24.3
1875,-2250,12,11.1,19.5,32.7,27,51.3,63.6,60,52.8,37.8,24,19.5
1950,-2250,9.3,9.3,14.4,26.4,28.2,53.1,63.6,53.4,49.2,30.9,21.6,16.5
2025,-2250,6.9,7.2,9,19.5,20.7,48.3,55.5,41.4,40.5,23.1,15.9,10.8
2100,-2250,6,6.6,8.4,16.8,19.2,50.4,50.7,46.8,39.6,22.5,14.7,9.6
2175,-2250,9.3,10.2,12.9,23.4,31.5,48.6,54.3,76.2,66.9,44.4,24.9,14.7
2325,-2250,6,6.6,9,13.8,23.1,54.3,62.4,54.3,42.6,22.8,14.1,9.3
2400,-2250,5.4,5.4,7.2,9.6,19.5,24.6,28.5,39.3,33.9,29.1,13.8,6.6
-2700,-2137.5,0,0,0,0,0,0,0,0,0,0,0,0
-2625,-2137.5,4.8,7.2,8.1,6.9,7.2,6.6,5.7,5.4,5.1,5.4,4.8,4.8
-2550,-2137.5,3.9,6.9,12,11.1,13.5,12.3,11.4,10.5,11.4,9.6,6.9,4.8
-2475,-2137.5,4.2,7.8,15.9,15.9,18.3,17.7,16.8,15.9,16.5,12.3,8.1,3.9
-2400,-2137.5,9.9,14.7,25.2,26.7,26.7,25.8,22.8,23.7,22.5,17.1,12.6,7.8
-2325,-2137.5,35.1,53.4,67.2,70.8,56.1,54.9,52.2,51.9,51,37.5,38.4,30.3
-1650,-2137.5,225.9,229.8,223.5,219,216.9,194.1,178.8,195,195.6,209.4,217.8,231.9
-1575,-2137.5,269.1,254.7,256.2,251.4,277.8,250.2,245.7,258.9,242.7,244.2,251.1,271.5
-1500,-2137.5,214.5,203.1,195.9,223.2,264.3,253.2,252,246,225.3,217.2,226.2,227.1
-1425,-2137.5,138,138.6,132,184.2,240,245.4,248.4,236.1,208.2,185.4,176.1,162.3
-1350,-2137.5,79.5,82.2,87.9,141.3,207.3,222.9,231.9,223.8,190.2,147.3,122.4,100.8
-1275,-2137.5,46.8,49.2,59.1,96.9,159.3,188.1,196.8,186.6,152.4,113.4,92.4,64.5
